corner,vdd,temp,vcont,freq,current
fs,1.8,27.0,1.3,465000000,0.0001713316782939426514337141571
sf,1.8,27.0,1.7,502500000,0.0001378245867938801529961750956
fs,1.8,27.0,1.3,465000000,0.0001694697217066573335666608335
tt,1.8,27.0,1.3,475000000,0.0001630844060106247343816404590
fs,1.8,27.0,1.7,542500000,0.0001986502520447988800279993000
ff,1.8,27.0,1.3,585000000,0.0001999497952723681907952301192
sf,1.8,27.0,1.3,460000000,0.0001321283745816604584885377866
ff,1.8,27.0,1.7,640000000,0.0002120304505897352566185845354
fs,1.8,27.0,1.7,542500000,0.0001944460132705182370440738982
tt,1.8,27.0,1.7,540000000,0.0001669639920880227994300142496
ff,1.8,27.0,1.7,640000000,0.0002021321258853528661783455414
sf,1.8,27.0,1.3,467500000,0.0001325018560537736556586085348
ss,1.8,27.0,1.3,387500000,0.0001209600781725706857328566786
tt,1.8,27.0,1.7,537500000,0.0001745123848042548936276593085
ff,1.8,27.0,1.3,582500000,0.0001934957867424564385890352741
ss,1.8,27.0,1.8,442500000,0.0001380515104685882852928676783
ss,1.8,27.0,1.4,400000000,0.0001243204336624334391640208995
ss,1.8,27.0,1.8,445000000,0.0001337519811190470238244043899
tt,1.8,27.0,1.4,505000000,0.0001609293038302792430189245269
sf,1.8,27.0,1.8,505000000,0.0001303070440920726981825454364
sf,1.8,27.0,1.8,510000000,0.0001407325516658833529161770956
fs,1.8,27.0,1.4,500000000,0.0001761235162385190370240743981
fs,1.8,27.0,1.4,495000000,0.0001797307043647658808529786755
fs,1.8,27.0,1.8,552500000,0.0001941190919701257468563285918
tt,1.8,27.0,1.4,502500000,0.0001681211814079148021299467513
sf,1.8,27.0,1.4,480000000,0.0001280832451941451463713407165
ff,1.8,27.0,1.4,605000000,0.0001989099654979875503112422189
tt,1.8,27.0,1.8,545000000,0.0001719171807523061923451913702
fs,1.8,27.0,1.8,557500000,0.0001992614961081972950676233094
ff,1.8,27.0,1.8,650000000,0.0002047452173864403389915252119
sf,1.8,27.0,1.4,482500000,0.0001379968730105247368815779606
ss,1.8,27.0,1.4,407500000,0.0001281844765556611084722881928
ff,1.8,27.0,1.8,650000000,0.0002120414316504087397815054624
tt,1.8,27.0,1.8,545000000,0.0001726796968875778105547361316
ff,1.8,27.0,1.4,597500000,0.0001982321689808254793630159246
sf,1.8,27.0,1.1,415000000,0.0001221723311525211869703257419
ss,1.8,27.0,1.5,420000000,0.0001329711674164145896352591185
sf,1.8,27.0,1.1,412500000,0.0001272791903604159896002599935
fs,1.8,27.0,1.1,362500000,0.0001438682315332366690832729182
fs,1.8,27.0,1.1,365000000,0.0001401664710722731931701707457
tt,1.8,27.0,1.5,515000000,0.0001621324769637259068523286918
fs,1.8,27.0,1.5,515000000,0.0001882565452217444563885902852
fs,1.8,27.0,1.5,520000000,0.0001852066324802879928001799955
ff,1.8,27.0,1.1,500000000,0.0001782268174538411539711507212
tt,1.8,27.0,1.5,517500000,0.0001646234519394515137121571961
sf,1.8,27.0,1.5,492500000,0.0001344241172611434714132146696
ff,1.8,27.0,1.5,615000000,0.0002015263559221269468263293418
ss,1.8,27.0,1.1,310000000,0.0001070943286035649108772280693
tt,1.8,27.0,1.1,400000000,0.0001408351762718932026699332517
sf,1.8,27.0,1.5,487500000,0.0001396583798206794830129246769
tt,1.8,27.0,1.1,405000000,0.0001383991057624309392265193370
ss,1.8,27.0,1.5,417500000,0.0001324836625524861878453038674
ff,1.8,27.0,1.1,492500000,0.0001788576289165520861978450539
ss,1.8,27.0,1.1,317500000,0.0001086456795877603059923501912
ff,1.8,27.0,1.5,615000000,0.0002034362717907052323691907702
sf,1.8,27.0,1.2,445000000,0.0001281440034605634859128521787
ss,1.8,27.0,1.6,425000000,0.0001310473832868428289292767681
sf,1.8,27.0,1.2,445000000,0.0001298113091673458163545911352
fs,1.8,27.0,1.2,420000000,0.0001593143794571135721606959826
fs,1.8,27.0,1.2,422500000,0.0001589416528791030224244393890
tt,1.8,27.0,1.6,527500000,0.0001694676327941051473713157171
fs,1.8,27.0,1.6,530000000,0.0001880653230710232244193895153
fs,1.8,27.0,1.6,537500000,0.0001947693869192520186995325117
tt,1.8,27.0,1.6,527500000,0.0001678416321195970100747481313
ff,1.8,27.0,1.2,545000000,0.0001841460534031149221269468263
sf,1.8,27.0,1.6,502500000,0.0001393753870104497387565310867
ss,1.8,27.0,1.2,357500000,0.0001180996490279243018924526887
ff,1.8,27.0,1.6,627500000,0.0002120213054189145271368215795
sf,1.8,27.0,1.6,497500000,0.0001403092538363790905227369316
tt,1.8,27.0,1.2,452500000,0.0001506199679462013449663758406
ss,1.8,27.0,1.6,430000000,0.0001312223464962375940601484963
tt,1.8,27.0,1.2,452500000,0.0001487699310440988975275618110
ss,1.8,27.0,1.2,360000000,0.0001187910192336441588960275993
ff,1.8,27.0,1.2,547500000,0.0001839778069688757781055473613
ff,1.8,27.0,1.6,632500000,0.0002060353858573035674108147296
sf,1.8,27.0,1.3,462500000,0.0001318831634836879078023049424
ss,1.8,27.0,1.7,440000000,0.0001334769252342691432714182145
sf,1.8,27.0,1.3,470000000,0.0001288658648451788705282367941
fs,1.8,27.0,1.3,462500000,0.0001700351714189645258868528287
fs,1.8,27.0,1.3,462500000,0.0001674168998591285217869553261
tt,1.8,27.0,1.7,540000000,0.0001754259126311592210194745131
fs,1.8,27.0,1.7,545000000,0.0001937663454519137021574460638
fs,1.8,27.0,1.7,542500000,0.0001961334034334641633959151021
ff,1.8,27.0,1.3,580000000,0.0001981095125827604309892252694
tt,1.8,27.0,1.7,540000000,0.0001693777071451213719657008575
sf,1.8,27.0,1.7,502500000,0.0001400544597107822304442388940
ss,1.8,27.0,1.3,385000000,0.0001214787608441788955276118097
ss,1.8,27.0,1.3,390000000,0.0001246325320066748331291717707
ss,1.8,27.0,1.7,435000000,0.0001383052468489787755306117347
sf,1.8,27.0,1.7,500000000,0.0001361124743585660358491037724
tt,1.8,27.0,1.3,480000000,0.0001610534703892152696182595435
ff,1.8,27.0,1.7,642500000,0.0002091867015593860153496162596
tt,1.8,27.0,1.3,480000000,0.0001558330349243768905777355566
ff,1.8,27.0,1.3,577500000,0.0001935077371380715482112947176
ff,1.8,27.0,1.7,645000000,0.0002062576622772930676733081673
sf,1.8,27.0,1.4,477500000,0.0001346647925736356591085222869
sf,1.8,27.0,1.4,480000000,0.0001304401204733381665458363541
ss,1.8,27.0,1.8,447500000,0.0001372782668670783230419239519
fs,1.8,27.0,1.4,495000000,0.0001809168448738781530461738457
fs,1.8,27.0,1.4,495000000,0.0001780989788840528986775330617
tt,1.8,27.0,1.8,542500000,0.0001740043837997050073748156296
fs,1.8,27.0,1.8,555000000,0.0001953135899603509912252193695
fs,1.8,27.0,1.8,555000000,0.0002007867097181320466988325292
ff,1.8,27.0,1.4,602500000,0.0001954100767477063073423164421
ss,1.8,27.0,1.4,405000000,0.0001249727163711407214819629509
sf,1.8,27.0,1.8,515000000,0.0001400606994024899377515562111
tt,1.8,27.0,1.8,542500000,0.0001731204063041173970650733732
ss,1.8,27.0,1.4,402500000,0.0001288993229038524036899077523
ss,1.8,27.0,1.8,445000000,0.0001353590407360315992100197495
sf,1.8,27.0,1.8,517500000,0.0001391588269175770605734856629
tt,1.8,27.0,1.4,502500000,0.0001654064971329716757081072973
tt,1.8,27.0,1.4,502500000,0.0001623912665415864603384915377
ff,1.8,27.0,1.4,602500000,0.0001982475602506187345316367091
ff,1.8,27.0,1.8,647500000,0.0002049788648851028724281892953
ff,1.8,27.0,1.8,642500000,0.0002047838839811504712382190445
sf,1.8,27.0,1.5,487500000,0.0001354906546450088747781305467
sf,1.8,27.0,1.5,487500000,0.0001322580725722106947326316842
sf,1.8,27.0,1.1,415000000,0.0001249639801609709757256068598
fs,1.8,27.0,1.5,515000000,0.0001866512542118947026324341891
ss,1.8,27.0,1.1,315000000,0.0001099593483995900102497437564
ff,1.8,27.0,1.1,495000000,0.0001749270294531136721581960451
fs,1.8,27.0,1.5,515000000,0.0001901210039579510512237194070
ff,1.8,27.0,1.1,495000000,0.0001770543231222969425764355891
ff,1.8,27.0,1.5,615000000,0.0002092152278692532686682832929
ss,1.8,27.0,1.5,422500000,0.0001277190358232294192645183870
ss,1.8,27.0,1.1,317500000,0.0001083196694940376490587735307
fs,1.8,27.0,1.1,355000000,0.0001414844769735006624834379141
ss,1.8,27.0,1.5,417500000,0.0001286481331432214194645133872
fs,1.8,27.0,1.1,357500000,0.0001424283542475938101547461313
sf,1.8,27.0,1.1,415000000,0.0001224905576880827979300517487
tt,1.8,27.0,1.5,515000000,0.0001695011273080422989425264368
tt,1.8,27.0,1.5,517500000,0.0001645078290355991100222494438
tt,1.8,27.0,1.1,407500000,0.0001410114331924951876203094923
ff,1.8,27.0,1.5,617500000,0.0002061471475270618234544136397
tt,1.8,27.0,1.1,405000000,0.0001410391526552336191595210120
sf,1.8,27.0,1.6,500000000,0.0001416689987221819454513637159
sf,1.8,27.0,1.6,495000000,0.0001422983288606534836629084273
sf,1.8,27.0,1.2,445000000,0.0001327513188859028524286892828
fs,1.8,27.0,1.6,530000000,0.0001924647248876528086797830054
ss,1.8,27.0,1.2,360000000,0.0001204186760093747656308592285
fs,1.8,27.0,1.6,532500000,0.0001876394735508612284692882678
ff,1.8,27.0,1.2,547500000,0.0001896449454852128696782580435
ss,1.8,27.0,1.6,430000000,0.0001326843778786530336741581460
ff,1.8,27.0,1.6,632500000,0.0002064134281526461838454038649
ff,1.8,27.0,1.2,545000000,0.0001900298884241143971400714982
ss,1.8,27.0,1.2,357500000,0.0001185586813792905177370565736
fs,1.8,27.0,1.2,425000000,0.0001588003591620209494762630934
fs,1.8,27.0,1.2,425000000,0.0001585842112221444463888402790
ss,1.8,27.0,1.6,425000000,0.0001322825977145071373215669608
sf,1.8,27.0,1.2,442500000,0.0001314523143509162270943226419
tt,1.8,27.0,1.6,525000000,0.0001624650021717707057323566911
tt,1.8,27.0,1.6,527500000,0.0001667382645008624784380390490
tt,1.8,27.0,1.2,447500000,0.0001537561264447638809029774256
ff,1.8,27.0,1.6,632500000,0.0002029533196484587885302867428
tt,1.8,27.0,1.2,447500000,0.0001491091526429839254018649534
sf,1.8,27.0,1.7,502500000,0.0001385059584406139846503837404
sf,1.8,27.0,1.7,500000000,0.0001362212652449188770280742981
sf,1.8,27.0,1.3,467500000,0.0001325090446852078698032549186
fs,1.8,27.0,1.7,545000000,0.0001934657281312467188320291993
ss,1.8,27.0,1.3,385000000,0.0001238734094189895252618684533
fs,1.8,27.0,1.7,542500000,0.0002044562040178245543861403465
ss,1.8,27.0,1.7,437500000,0.0001356430384768880777980550486
ff,1.8,27.0,1.3,572500000,0.0001963110716872828179295517612
ss,1.8,27.0,1.3,382500000,0.0001219301614657133571660708482
ff,1.8,27.0,1.3,577500000,0.0001947283774406389840253993650
ff,1.8,27.0,1.7,645000000,0.0001988882439145521361965950851
fs,1.8,27.0,1.3,470000000,0.0001706659724592385190370240744
fs,1.8,27.0,1.3,462500000,0.0001718950853695657608559786005
ss,1.8,27.0,1.7,440000000,0.0001344040902332441688957776056
sf,1.8,27.0,1.3,467500000,0.0001343110522134946626334341641
tt,1.8,27.0,1.7,540000000,0.0001689952999362265943351416215
tt,1.8,27.0,1.7,540000000,0.0001701675346467338316542086448
tt,1.8,27.0,1.3,477500000,0.0001599699807937301567460813480
ff,1.8,27.0,1.7,652500000,0.0002025457709613259668508287293
tt,1.8,27.0,1.3,480000000,0.0001560850290853978650533736657
sf,1.8,27.0,1.8,510000000,0.0001409043347182070448238794030
sf,1.8,27.0,1.8,502500000,0.0001420904976337841553961150971
sf,1.8,27.0,1.4,480000000,0.0001402830866880827979300517487
ss,1.8,27.0,1.4,407500000,0.0001283919967687057823554411140
fs,1.8,27.0,1.8,555000000,0.0002004803179765755856103597410
fs,1.8,27.0,1.8,550000000,0.0001990480471849203769905752356
ss,1.8,27.0,1.8,442500000,0.0001326705278834029149271268218
ss,1.8,27.0,1.4,407500000,0.0001244510074069148271293217670
ff,1.8,27.0,1.4,607500000,0.0001983133009973250668733281668
fs,1.8,27.0,1.4,497500000,0.0001780757303370165745856353591
ff,1.8,27.0,1.4,602500000,0.0002018961440335241618959526012
ff,1.8,27.0,1.8,642500000,0.0002102737653033674158146046349
fs,1.8,27.0,1.4,492500000,0.0001843953288778030549236269093
ss,1.8,27.0,1.8,445000000,0.0001329779971246718832029199270
sf,1.8,27.0,1.4,482500000,0.0001331808802953426164345891353
tt,1.8,27.0,1.8,542500000,0.0001668966724118647033824154396
tt,1.8,27.0,1.8,550000000,0.0001742817633620409489762755931
tt,1.8,27.0,1.4,505000000,0.0001592008277461563460913477163
tt,1.8,27.0,1.4,505000000,0.0001590394236307092322691932702
ff,1.8,27.0,1.8,647500000,0.0002068129016509087272818179546
