corner,vdd,temp,vcont,freq,current
fs,1.8,27.0,1.2,135000000,0.0001567870473521161970950726232
ff,1.8,27.0,1.2,170000000,0.0001890982760640733981650458739
ff,1.8,27.0,1.2,170000000,0.0001855589088293042673933151671
ff,1.8,27.0,1.6,192500000,0.0002021340841062973425664358391
ff,1.8,27.0,1.6,192500000,0.0002082848545657858553536161596
sf,1.8,27.0,1.7,150000000,0.0001404574388291042723931901702
ss,1.8,27.0,1.3,120000000,0.0001226877736173595660108497288
ss,1.8,27.0,1.3,120000000,0.0001219311956901827454313642159
sf,1.8,27.0,1.3,140000000,0.0001338952030704982375440613985
tt,1.8,27.0,1.7,165000000,0.0001667282115690857728556786080
tt,1.8,27.0,1.3,150000000,0.0001541586835671358216044598885
ss,1.8,27.0,1.7,135000000,0.0001306765080154746131346716332
fs,1.8,27.0,1.3,147500000,0.0001704004913526911827204319892
ss,1.8,27.0,1.7,135000000,0.0001323544321817704557386065348
sf,1.8,27.0,1.7,150000000,0.0001382369962804929876753081173
sf,1.8,27.0,1.3,140000000,0.0001343849431009974750631234219
fs,1.8,27.0,1.7,170000000,0.0002001934216204594885127871803
tt,1.8,27.0,1.3,147500000,0.0001609424418004299892502687433
tt,1.8,27.0,1.7,165000000,0.0001667624077702557436064098398
fs,1.8,27.0,1.7,170000000,0.0001970938440454738631534211645
fs,1.8,27.0,1.3,147500000,0.0001734382558139296517587060323
ff,1.8,27.0,1.3,177500000,0.0001940262438610034749131271718
ff,1.8,27.0,1.3,180000000,0.0001890425780415989600259993500
ff,1.8,27.0,1.7,195000000,0.0002064223529177270568235794105
ff,1.8,27.0,1.7,197500000,0.0002064718681841453963650908727
ss,1.8,27.0,1.4,125000000,0.0001279058848325041873953151171
ss,1.8,27.0,1.4,125000000,0.0001270775477482062948426289343
sf,1.8,27.0,1.8,152500000,0.0001400895943254168645783855404
ss,1.8,27.0,1.8,137500000,0.0001367921668061298467538311542
ss,1.8,27.0,1.8,137500000,0.0001342293676184845378865528362
tt,1.8,27.0,1.8,165000000,0.0001744397461090222744431389215
sf,1.8,27.0,1.4,142500000,0.0001335263673489662758431039224
tt,1.8,27.0,1.4,155000000,0.0001615275431935201619959501012
fs,1.8,27.0,1.4,157500000,0.0001800554212373440663983400415
sf,1.8,27.0,1.8,150000000,0.0001426085033047923801904952376
sf,1.8,27.0,1.4,145000000,0.0001340683927016324591885202870
fs,1.8,27.0,1.8,172500000,0.0001968564937855053623659408515
tt,1.8,27.0,1.4,155000000,0.0001629326780574985625359366016
tt,1.8,27.0,1.8,167500000,0.0001731023958780530486737831554
fs,1.8,27.0,1.8,172500000,0.0002001832312526436839079023024
fs,1.8,27.0,1.4,157500000,0.0001742246909305767355816104597
ff,1.8,27.0,1.4,185000000,0.0001936224277231819204519887003
ff,1.8,27.0,1.8,197500000,0.0002113268166963575910602234944
ff,1.8,27.0,1.4,185000000,0.0002039846533526911827204319892
ff,1.8,27.0,1.8,197500000,0.0002074397964094147646308842279
ss,1.8,27.0,1.5,130000000,0.0001305227096429339266518337042
ss,1.8,27.0,1.5,130000000,0.0001314998427609809754756131097
sf,1.8,27.0,1.1,127500000,0.0001239735064260143496412589685
ss,1.8,27.0,1.1,100000000,0.0001071495327732356691082722932
fs,1.8,27.0,1.1,115000000,0.0001430666742744931376715582110
sf,1.8,27.0,1.5,147500000,0.0001364677235036874078148046299
sf,1.8,27.0,1.1,127500000,0.0001295422337643808904777380565
tt,1.8,27.0,1.5,157500000,0.0001627946333091672708182295443
fs,1.8,27.0,1.1,115000000,0.0001398956807960300992475188120
fs,1.8,27.0,1.5,162500000,0.0001838896527182320441988950276
sf,1.8,27.0,1.5,147500000,0.0001365776060198495037624059399
ss,1.8,27.0,1.1,100000000,0.0001099872181057348566285842854
tt,1.8,27.0,1.5,157500000,0.0001708661323459663508412289693
ff,1.8,27.0,1.1,155000000,0.0001770134805692607684807879803
ff,1.8,27.0,1.1,155000000,0.0001776605493813654658633534162
fs,1.8,27.0,1.5,162500000,0.0001867609658672533186670333242
tt,1.8,27.0,1.1,127500000,0.0001393713540345241368965775856
ff,1.8,27.0,1.5,190000000,0.0001994608878887027824304392390
tt,1.8,27.0,1.1,127500000,0.0001412054857152821179470513237
ff,1.8,27.0,1.5,190000000,0.0002049522530670983225419364516
ss,1.8,27.0,1.6,132500000,0.0001326709070609734756631084223
ss,1.8,27.0,1.6,132500000,0.0001331391547915052123696907577
sf,1.8,27.0,1.2,135000000,0.0001323256116689582760430989225
ss,1.8,27.0,1.2,112500000,0.0001184259892165195870103247419
fs,1.8,27.0,1.2,135000000,0.0001594882246290842728931776706
tt,1.8,27.0,1.6,162500000,0.0001714514660817479563010924727
sf,1.8,27.0,1.2,135000000,0.0001300581773990900227494312642
sf,1.8,27.0,1.6,147500000,0.0001380472251180470488237794055
fs,1.8,27.0,1.6,167500000,0.0001915500515814104647383815405
sf,1.8,27.0,1.6,150000000,0.0001389740638819854503637409065
tt,1.8,27.0,1.6,162500000,0.0001712782246675583110422239444
fs,1.8,27.0,1.2,135000000,0.0001602467532874678133046673833
ss,1.8,27.0,1.2,112500000,0.0001166335693371665708357291068
fs,1.8,27.0,1.6,165000000,0.0001920953694217144571385715357
tt,1.8,27.0,1.2,140000000,0.0001495444965926101847453813655
ff,1.8,27.0,1.2,170000000,0.0001884217113558911027224319392
tt,1.8,27.0,1.2,140000000,0.0001489970769040773980650483738
ff,1.8,27.0,1.2,170000000,0.0001902730485841103972400689983
ff,1.8,27.0,1.6,192500000,0.0002060518276254093647658808530
ff,1.8,27.0,1.6,195000000,0.0001995778095007624809379765506
ss,1.8,27.0,1.7,132500000,0.0001347048695081872953176170596
ss,1.8,27.0,1.7,135000000,0.0001349930585408614784630384240
sf,1.8,27.0,1.3,140000000,0.0001314208289700007499812504687
ss,1.8,27.0,1.3,120000000,0.0001232478048711782205444863878
tt,1.8,27.0,1.7,165000000,0.0001734720302285442863928401790
fs,1.8,27.0,1.3,147500000,0.0001699065139998000049998750031
fs,1.8,27.0,1.7,170000000,0.0001951191889496012599685007875
sf,1.8,27.0,1.7,150000000,0.0001376517259243768905777355566
sf,1.8,27.0,1.7,150000000,0.0001404491096618334541636459089
sf,1.8,27.0,1.3,140000000,0.0001350260362811679708007299818
ss,1.8,27.0,1.3,120000000,0.0001264063946715582110447238819
tt,1.8,27.0,1.7,165000000,0.0001701693514391390215244618885
fs,1.8,27.0,1.3,147500000,0.0001730305209110022249443763906
tt,1.8,27.0,1.3,150000000,0.0001589530243889152771180720482
fs,1.8,27.0,1.7,170000000,0.0001932029218891777705557361066
tt,1.8,27.0,1.3,150000000,0.0001542959103697407564810879728
ff,1.8,27.0,1.3,180000000,0.0001944244704562635934101647459
ff,1.8,27.0,1.3,180000000,0.0001966728442006449838754031149
ff,1.8,27.0,1.7,195000000,0.0002068104761412714682132946676
ff,1.8,27.0,1.7,195000000,0.0002052080587315067123321916952
ss,1.8,27.0,1.8,137500000,0.0001361860899593010174745631359
ss,1.8,27.0,1.8,137500000,0.0001339079901168720781980450489
sf,1.8,27.0,1.4,142500000,0.0001383714298557786055348616285
ss,1.8,27.0,1.4,125000000,0.0001250737172390940226494337642
tt,1.8,27.0,1.8,165000000,0.0001702343407369065773355666108
fs,1.8,27.0,1.4,155000000,0.0001803479117527561810954726132
sf,1.8,27.0,1.4,145000000,0.0001398197227365565860853478663
sf,1.8,27.0,1.8,150000000,0.0001433972548122546936326591835
fs,1.8,27.0,1.8,172500000,0.0001944978373617159571010724732
sf,1.8,27.0,1.8,150000000,0.0001404868588457538561535961601
ss,1.8,27.0,1.4,125000000,0.0001296560198111797205069873253
tt,1.8,27.0,1.8,167500000,0.0001707052432659433514162145946
fs,1.8,27.0,1.4,155000000,0.0001768951938721531961700957476
tt,1.8,27.0,1.4,155000000,0.0001599424391050973725656858579
tt,1.8,27.0,1.4,155000000,0.0001637504616398840028999275018
fs,1.8,27.0,1.8,172500000,0.0001994315282139696507587310317
ff,1.8,27.0,1.4,185000000,0.0001988163948195045123871903202
ff,1.8,27.0,1.4,185000000,0.0001933088361683457913552161196
ff,1.8,27.0,1.8,197500000,0.0002123094718427539311517212070
ff,1.8,27.0,1.8,197500000,0.0002106571522846928826779330517
sf,1.8,27.0,1.1,127500000,0.0001298348237502062448438789030
sf,1.8,27.0,1.1,127500000,0.0001250174855060623484412889678
sf,1.8,27.0,1.5,147500000,0.0001369677842527686807829804255
ss,1.8,27.0,1.5,130000000,0.0001293166089555011124721881953
ss,1.8,27.0,1.1,100000000,0.0001104280150008749781255468613
sf,1.8,27.0,1.5,147500000,0.0001361525200189995250118747031
ss,1.8,27.0,1.5,130000000,0.0001271710678645558861028474288
fs,1.8,27.0,1.1,112500000,0.0001421528061127721806954826129
fs,1.8,27.0,1.1,115000000,0.0001399749179514512137196570086
fs,1.8,27.0,1.5,162500000,0.0001890912741982950426239344016
ss,1.8,27.0,1.1,100000000,0.0001105142225706457338566535837
ff,1.8,27.0,1.1,155000000,0.0001776748467899552511187220319
fs,1.8,27.0,1.5,162500000,0.0001845894906902577435564110897
tt,1.8,27.0,1.5,160000000,0.0001664595691363465913352166196
tt,1.8,27.0,1.5,160000000,0.0001677012670446738831529211770
ff,1.8,27.0,1.1,155000000,0.0001778086679244768880777980550
tt,1.8,27.0,1.1,127500000,0.0001400667961050723731906702332
ff,1.8,27.0,1.5,190000000,0.0002024232185405614859628509287
ff,1.8,27.0,1.5,190000000,0.0002021025561318217044573885653
tt,1.8,27.0,1.1,127500000,0.0001407222197220569485762855929
sf,1.8,27.0,1.2,135000000,0.0001283514492266443338916527087
sf,1.8,27.0,1.2,135000000,0.0001329363933889402764930876728
sf,1.8,27.0,1.6,147500000,0.0001370830842176695582610434739
ss,1.8,27.0,1.6,132500000,0.0001345274376295342616434589135
ss,1.8,27.0,1.2,112500000,0.0001165456170947476313092172696
sf,1.8,27.0,1.6,147500000,0.0001407580091924951876203094923
ss,1.8,27.0,1.6,132500000,0.0001291567746884827879303017425
fs,1.8,27.0,1.6,167500000,0.0001891420893202669933251668708
ss,1.8,27.0,1.2,112500000,0.0001171353933948651283717907052
fs,1.8,27.0,1.2,135000000,0.0001588204391498712532186695333
fs,1.8,27.0,1.2,135000000,0.0001602655055353366165845853854
fs,1.8,27.0,1.6,167500000,0.0001911920043454913627159321017
ff,1.8,27.0,1.2,170000000,0.0001880556579454013649658758531
tt,1.8,27.0,1.6,162500000,0.0001703090350690482737931551711
tt,1.8,27.0,1.6,162500000,0.0001688080914947376315592110197
ff,1.8,27.0,1.2,170000000,0.0001851955499754256143596410090
tt,1.8,27.0,1.2,140000000,0.0001493175117074073148171295718
ff,1.8,27.0,1.6,192500000,0.0002050353563422414439639009025
ff,1.8,27.0,1.6,195000000,0.0002014483463701907452313692158
tt,1.8,27.0,1.2,140000000,0.0001523818004207894802629934252
sf,1.8,27.0,1.3,140000000,0.0001331908100945726356841078973
sf,1.8,27.0,1.3,140000000,0.0001327258174630384240393990150
sf,1.8,27.0,1.7,150000000,0.0001398047430793980150496237594
ss,1.8,27.0,1.7,135000000,0.0001331615226400089997750056249
ss,1.8,27.0,1.3,120000000,0.0001241946231291717707057323567
sf,1.8,27.0,1.7,150000000,0.0001382133160134996625084372891
ss,1.8,27.0,1.7,135000000,0.0001325605839234769130771730707
ss,1.8,27.0,1.3,120000000,0.0001243233450151246218844528887
fs,1.8,27.0,1.3,147500000,0.0001692782689565760855978600535
fs,1.8,27.0,1.7,170000000,0.0001931336306449088772780680483
fs,1.8,27.0,1.3,147500000,0.0001684261374921876953076173096
fs,1.8,27.0,1.7,170000000,0.0001933163597134321641958951026
tt,1.8,27.0,1.7,165000000,0.0001715033799322516937076573086
tt,1.8,27.0,1.7,165000000,0.0001700992927423814404639884003
ff,1.8,27.0,1.3,177500000,0.0001956921452922176945576360591
tt,1.8,27.0,1.3,150000000,0.0001621199059075273118172045699
ff,1.8,27.0,1.3,180000000,0.0001930777749547511312217194570
tt,1.8,27.0,1.3,150000000,0.0001563359738247543811404714882
ff,1.8,27.0,1.7,195000000,0.0002067145827270068248293792655
ff,1.8,27.0,1.7,197500000,0.0002041385091002974925626859329
sf,1.8,27.0,1.4,145000000,0.0001306468463865403364915877103
sf,1.8,27.0,1.8,152500000,0.0001420524883138421539461513462
sf,1.8,27.0,1.4,142500000,0.0001330924358641033974150646234
ss,1.8,27.0,1.8,137500000,0.0001399048254199645008874778131
ss,1.8,27.0,1.4,125000000,0.0001303970529923751906202344941
ss,1.8,27.0,1.8,137500000,0.0001369756508419289517762055949
sf,1.8,27.0,1.8,150000000,0.0001418930680488487787805304867
ss,1.8,27.0,1.4,125000000,0.0001255321016822579435514112147
fs,1.8,27.0,1.4,155000000,0.0001813591405321866953326166846
fs,1.8,27.0,1.8,172500000,0.0001932213702664933376665583360
fs,1.8,27.0,1.4,157500000,0.0001768848850718982025449363766
tt,1.8,27.0,1.8,167500000,0.0001658894056799830004249893753
fs,1.8,27.0,1.8,172500000,0.0001949082880065748356291092723
tt,1.8,27.0,1.8,165000000,0.0001706795179341766455838604035
ff,1.8,27.0,1.4,185000000,0.0001965698901319717007074823129
tt,1.8,27.0,1.4,155000000,0.0001655919450151746206344841379
tt,1.8,27.0,1.4,155000000,0.0001625559644235644108897277568
ff,1.8,27.0,1.4,185000000,0.0002038740675766855828604284893
ff,1.8,27.0,1.8,197500000,0.0002098153190104247393815154621
ff,1.8,27.0,1.8,197500000,0.0002066278354162145946351341216
